"GEO_ID","NAME","H10_001N","H10_001NA","H10_002N","H10_002NA","H10_003N","H10_003NA","H10_004N","H10_004NA","H10_005N","H10_005NA","H10_006N","H10_006NA","H10_007N","H10_007NA","H10_008N","H10_008NA","H10_009N","H10_009NA","H10_010N","H10_010NA","H10_011N","H10_011NA","H10_012N","H10_012NA","H10_013N","H10_013NA","H10_014N","H10_014NA","H10_015N","H10_015NA","H10_016N","H10_016NA","H10_017N","H10_017NA",
"Geography","Geographic Area Name"," !!Total:","Annotation of  !!Total:"," !!Total:!!Owner occupied:","Annotation of  !!Total:!!Owner occupied:"," !!Total:!!Owner occupied:!!Householder who is White alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is White alone"," !!Total:!!Owner occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Black or African American alone"," !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Owner occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Asian alone"," !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Owner occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Some Other Race alone"," !!Total:!!Owner occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Owner occupied:!!Householder who is Two or More Races"," !!Total:!!Renter occupied:","Annotation of  !!Total:!!Renter occupied:"," !!Total:!!Renter occupied:!!Householder who is White alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is White alone"," !!Total:!!Renter occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Black or African American alone"," !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Renter occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Asian alone"," !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Renter occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Some Other Race alone"," !!Total:!!Renter occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Renter occupied:!!Householder who is Two or More Races",
"860Z200US61873","ZCTA5 61873","2276","null","1960","null","1883","null","3","null","1","null","9","null","0","null","13","null","51","null","316","null","278","null","7","null","5","null","2","null","0","null","5","null","19","null",
"860Z200US61874","ZCTA5 61874","3646","null","1882","null","1456","null","62","null","4","null","268","null","0","null","23","null","69","null","1764","null","1168","null","168","null","6","null","298","null","0","null","36","null","88","null",
"860Z200US61875","ZCTA5 61875","288","null","227","null","215","null","1","null","0","null","0","null","0","null","4","null","7","null","61","null","53","null","1","null","0","null","1","null","1","null","0","null","5","null",
"860Z200US61876","ZCTA5 61876","256","null","226","null","218","null","0","null","0","null","1","null","0","null","1","null","6","null","30","null","29","null","0","null","0","null","0","null","0","null","1","null","0","null",
"860Z200US61877","ZCTA5 61877","646","null","521","null","506","null","4","null","1","null","0","null","0","null","0","null","10","null","125","null","116","null","3","null","1","null","0","null","0","null","0","null","5","null",
"860Z200US61878","ZCTA5 61878","598","null","441","null","424","null","2","null","0","null","4","null","0","null","3","null","8","null","157","null","136","null","7","null","0","null","2","null","1","null","2","null","9","null",
"860Z200US61880","ZCTA5 61880","1657","null","1371","null","1311","null","3","null","0","null","3","null","1","null","11","null","42","null","286","null","258","null","7","null","0","null","0","null","1","null","1","null","19","null",
"860Z200US61882","ZCTA5 61882","265","null","226","null","213","null","0","null","0","null","1","null","0","null","1","null","11","null","39","null","33","null","1","null","0","null","1","null","0","null","1","null","3","null",
"860Z200US61883","ZCTA5 61883","1840","null","1389","null","1345","null","4","null","1","null","5","null","0","null","3","null","31","null","451","null","412","null","8","null","6","null","1","null","2","null","5","null","17","null",
"860Z200US61884","ZCTA5 61884","451","null","414","null","403","null","0","null","1","null","0","null","0","null","0","null","10","null","37","null","35","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US61910","ZCTA5 61910","1538","null","1121","null","937","null","1","null","7","null","4","null","0","null","109","null","63","null","417","null","315","null","2","null","2","null","1","null","0","null","74","null","23","null",
"860Z200US61911","ZCTA5 61911","1638","null","1189","null","1166","null","1","null","2","null","1","null","0","null","3","null","16","null","449","null","424","null","1","null","2","null","1","null","0","null","7","null","14","null",
"860Z200US61912","ZCTA5 61912","499","null","422","null","413","null","0","null","1","null","2","null","0","null","1","null","5","null","77","null","73","null","0","null","0","null","1","null","2","null","0","null","1","null",
"860Z200US61913","ZCTA5 61913","661","null","535","null","511","null","3","null","0","null","2","null","0","null","3","null","16","null","126","null","120","null","1","null","0","null","0","null","2","null","0","null","3","null",
"860Z200US61914","ZCTA5 61914","764","null","620","null","602","null","1","null","4","null","1","null","0","null","0","null","12","null","144","null","123","null","3","null","2","null","1","null","0","null","6","null","9","null",
"860Z200US61917","ZCTA5 61917","228","null","198","null","193","null","0","null","2","null","0","null","0","null","1","null","2","null","30","null","29","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61919","ZCTA5 61919","331","null","284","null","280","null","0","null","0","null","1","null","0","null","1","null","2","null","47","null","44","null","1","null","1","null","0","null","0","null","1","null","0","null",
"860Z200US61920","ZCTA5 61920","8504","null","4581","null","4321","null","57","null","7","null","44","null","0","null","14","null","138","null","3923","null","3051","null","470","null","21","null","142","null","0","null","47","null","192","null",
"860Z200US61924","ZCTA5 61924","892","null","700","null","679","null","0","null","1","null","1","null","0","null","2","null","17","null","192","null","181","null","2","null","0","null","0","null","0","null","1","null","8","null",
"860Z200US61925","ZCTA5 61925","360","null","301","null","290","null","0","null","0","null","1","null","0","null","0","null","10","null","59","null","57","null","0","null","0","null","2","null","0","null","0","null","0","null",
"860Z200US61928","ZCTA5 61928","266","null","237","null","224","null","1","null","0","null","1","null","0","null","1","null","10","null","29","null","29","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61929","ZCTA5 61929","325","null","233","null","221","null","2","null","0","null","0","null","0","null","1","null","9","null","92","null","92","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61930","ZCTA5 61930","202","null","181","null","178","null","0","null","0","null","0","null","0","null","1","null","2","null","21","null","20","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61931","ZCTA5 61931","438","null","364","null","344","null","0","null","0","null","0","null","0","null","12","null","8","null","74","null","66","null","2","null","0","null","0","null","0","null","4","null","2","null",
"860Z200US61932","ZCTA5 61932","177","null","132","null","128","null","0","null","1","null","0","null","0","null","0","null","3","null","45","null","45","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61933","ZCTA5 61933","438","null","317","null","299","null","0","null","0","null","1","null","0","null","0","null","17","null","121","null","112","null","3","null","0","null","0","null","0","null","0","null","6","null",
"860Z200US61936","ZCTA5 61936","94","null","89","null","86","null","0","null","0","null","0","null","0","null","0","null","3","null","5","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61937","ZCTA5 61937","775","null","579","null","567","null","1","null","1","null","1","null","0","null","0","null","9","null","196","null","182","null","1","null","2","null","0","null","0","null","2","null","9","null",
"860Z200US61938","ZCTA5 61938","9173","null","5714","null","5463","null","49","null","9","null","24","null","0","null","23","null","146","null","3459","null","3037","null","160","null","15","null","23","null","0","null","35","null","189","null",
"860Z200US61940","ZCTA5 61940","93","null","76","null","75","null","1","null","0","null","0","null","0","null","0","null","0","null","17","null","13","null","1","null","0","null","0","null","0","null","0","null","3","null",
"860Z200US61941","ZCTA5 61941","35","null","29","null","28","null","0","null","0","null","0","null","0","null","0","null","1","null","6","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61942","ZCTA5 61942","469","null","383","null","368","null","0","null","1","null","0","null","0","null","1","null","13","null","86","null","77","null","1","null","0","null","0","null","0","null","0","null","8","null",
"860Z200US61943","ZCTA5 61943","642","null","528","null","508","null","1","null","2","null","1","null","1","null","0","null","15","null","114","null","101","null","6","null","1","null","1","null","0","null","2","null","3","null",
"860Z200US61944","ZCTA5 61944","5124","null","3566","null","3458","null","8","null","8","null","4","null","0","null","12","null","76","null","1558","null","1480","null","10","null","1","null","7","null","1","null","13","null","46","null",
"860Z200US61949","ZCTA5 61949","65","null","49","null","48","null","0","null","0","null","0","null","0","null","0","null","1","null","16","null","13","null","1","null","0","null","0","null","1","null","0","null","1","null",
"860Z200US61951","ZCTA5 61951","3157","null","2344","null","2271","null","6","null","3","null","3","null","1","null","5","null","55","null","813","null","761","null","10","null","1","null","6","null","0","null","7","null","28","null",
"860Z200US61953","ZCTA5 61953","2639","null","1888","null","1831","null","2","null","4","null","2","null","0","null","5","null","44","null","751","null","693","null","4","null","1","null","5","null","1","null","18","null","29","null",
"860Z200US61955","ZCTA5 61955","84","null","64","null","62","null","0","null","1","null","0","null","0","null","0","null","1","null","20","null","19","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61956","ZCTA5 61956","1214","null","925","null","887","null","1","null","0","null","1","null","0","null","5","null","31","null","289","null","253","null","7","null","3","null","0","null","0","null","8","null","18","null",
"860Z200US61957","ZCTA5 61957","740","null","596","null","589","null","0","null","0","null","1","null","0","null","1","null","5","null","144","null","140","null","1","null","0","null","0","null","0","null","0","null","3","null",
"860Z200US62001","ZCTA5 62001","644","null","562","null","540","null","1","null","0","null","1","null","0","null","4","null","16","null","82","null","76","null","0","null","1","null","2","null","0","null","0","null","3","null",
"860Z200US62002","ZCTA5 62002","13290","null","8346","null","6805","null","1084","null","21","null","45","null","2","null","54","null","335","null","4944","null","2862","null","1734","null","18","null","33","null","0","null","43","null","254","null",
"860Z200US62006","ZCTA5 62006","262","null","233","null","219","null","1","null","2","null","1","null","0","null","1","null","9","null","29","null","28","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62009","ZCTA5 62009","701","null","519","null","497","null","2","null","1","null","1","null","0","null","0","null","18","null","182","null","168","null","0","null","0","null","1","null","0","null","0","null","13","null",
"860Z200US62010","ZCTA5 62010","4629","null","3381","null","3215","null","21","null","7","null","14","null","1","null","5","null","118","null","1248","null","1076","null","66","null","6","null","4","null","0","null","18","null","78","null",
"860Z200US62011","ZCTA5 62011","77","null","60","null","55","null","1","null","0","null","1","null","0","null","0","null","3","null","17","null","16","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US62012","ZCTA5 62012","2524","null","2218","null","2122","null","10","null","5","null","3","null","0","null","10","null","68","null","306","null","284","null","1","null","4","null","0","null","0","null","1","null","16","null",
"860Z200US62013","ZCTA5 62013","168","null","139","null","137","null","0","null","0","null","0","null","0","null","1","null","1","null","29","null","25","null","0","null","1","null","0","null","0","null","0","null","3","null",
"860Z200US62014","ZCTA5 62014","1578","null","1285","null","1227","null","0","null","2","null","2","null","0","null","2","null","52","null","293","null","269","null","6","null","0","null","1","null","0","null","0","null","17","null",
"860Z200US62015","ZCTA5 62015","218","null","179","null","172","null","0","null","0","null","1","null","0","null","0","null","6","null","39","null","35","null","1","null","1","null","0","null","0","null","0","null","2","null",
"860Z200US62016","ZCTA5 62016","1570","null","1155","null","1124","null","3","null","1","null","1","null","0","null","3","null","23","null","415","null","381","null","4","null","0","null","0","null","2","null","2","null","26","null",
"860Z200US62017","ZCTA5 62017","473","null","379","null","370","null","0","null","1","null","0","null","0","null","0","null","8","null","94","null","87","null","0","null","0","null","0","null","0","null","1","null","6","null",
"860Z200US62018","ZCTA5 62018","1290","null","941","null","865","null","10","null","3","null","5","null","0","null","4","null","54","null","349","null","274","null","38","null","3","null","7","null","0","null","8","null","19","null",
